id,city,country,street
6061,PCCNOVKJ,PORTUGAL,DSZNHLN
6062,AN,ITALY,XMRLL
6063,QLJJN,HUNGARY,""
6064,V,GERMANY,MPXJYXGWRKPA
6065,INFZX,FRANCE,EYOJB
6066,JMTKSVG,PORTUGAL,CEPGQRNFW
6067,VRCLDNQ,ITALY,NKNLGHNCGMTNO
6068,DWJXCMBSW,ITALY,YMYCASDEH
6069,YCRQC,PORTUGAL,ZUIUVFKDCRQP
6070,NQ,HUNGARY,WNRSBABIL
6071,YQMZOBPRNG,AUSTRIA,KLQYIIWHQOLP
6072,ISZSF,ROMANIA,NIPFYWWM
6073,DXNPGJWCBIF,PORTUGAL,KVPZZDTGZHRVNO
6074,YFO,HUNGARY,BUG
6075,ZH,HUNGARY,WXLVKBZOVXUKTK
6076,QFQAXFNXSKRO,ROMANIA,EXOUV
6077,FMJGQOGXAJNDP,AUSTRIA,JCHMHOVGJSSO
6078,MH,HUNGARY,PHCNARBJ
6079,IXSYDCXHHDKJ,ITALY,EJJBSVNREIG
6080,RURLFJM,GERMANY,HRI
6081,HKHFXGLBT,ITALY,A
6082,WPBQFPP,HUNGARY,CPRNKACBOJYRHQ
6083,ECNYFYHUQTEE,HUNGARY,TTXWKT
6084,GTUSJINTYZUJ,HUNGARY,VFIEVMEKFI
6085,IOBKUXLWUUB,ROMANIA,OVPRUY
6086,JTZDVXJGIWNNRO,AUSTRIA,CA
6087,IPSML,GERMANY,XHJXCO
6088,TEPZDRJGZWONUN,ITALY,HIDPU
6089,AELQ,AUSTRIA,ZWKZUZSKF
6090,LLWXUENXQ,ROMANIA,P
6091,JZI,AUSTRIA,VXYI
6092,T,SPAIN,CR
6093,DDALFFYUPHS,FRANCE,EDZMGIANO
6094,QDOF,ROMANIA,HGZHPS
6095,HUEUKDJVFMMENQ,GERMANY,DHCBGFAEKIURD
6096,AUH,SPAIN,OXZLFYOF
6097,"",ITALY,NYQJYWW
6098,GAJ,ROMANIA,RUQZIJRKFN
6099,VVOTWTWQC,AUSTRIA,DZDBKXI
6100,OFTKQRL,GERMANY,HQDONRYK
6101,PXVJXNKEZ,GERMANY,QNZGVVKZORIIAOM
6102,DFZCQZHJ,ITALY,VUPDWT
6103,AYEVSHR,AUSTRIA,NAHJXOQALK
6104,I,SPAIN,LXXHV
6105,XEGNBACCIVN,GERMANY,TAOJXDYK
6106,LEEPEMRSLVN,HUNGARY,UDIMJQHS
6107,XFI,HUNGARY,G
6108,ICC,HUNGARY,SZT
6109,JVUMACWD,FRANCE,C
6110,JKZLKUIASYJA,PORTUGAL,S
6111,FH,GERMANY,MDOEKXDHKWAK
6112,MRK,PORTUGAL,GNOGUJALWAX
6113,EIYDOZILBG,FRANCE,WWIDMGZTQ
6114,UZKYWCP,ROMANIA,TFCKHEGTQYI
6115,AUFC,SPAIN,UIXPSRYY
6116,NZPYEFLF,AUSTRIA,BCAQHKMUNLMQ
6117,AQTDNSQIAX,ROMANIA,""
6118,B,GERMANY,DFP
6119,IZUF,PORTUGAL,GWEPV
6120,HNVLSCZ,ROMANIA,BUVDPVLLXLDRA
6121,CLDJRHTOBGK,AUSTRIA,""
6122,OMDZTJFOLPNT,GERMANY,C
6123,IMWYEREEMCHUCJ,SPAIN,WZHAWGVPKS
6124,NS,FRANCE,MICQGSXQMXCET
6125,CTDSR,AUSTRIA,DYABWPLVMUQGBW
6126,NNPPYQG,ROMANIA,N
6127,XF,HUNGARY,YKAKF
6128,DTTRXRZV,FRANCE,EZC
6129,MUOANGJAGIEU,ROMANIA,SHZXY
6130,ZOSL,PORTUGAL,SVCOQYCIKWNMFR
6131,LQLVXPXXWQBFY,ROMANIA,PHCY
6132,NSUGPDDKMBZSPC,PORTUGAL,JGEXDZOT
6133,DMHTGCSEZ,ITALY,""
6134,LAYJFBU,FRANCE,QHDVO
6135,OCRNF,HUNGARY,GD
6136,EZGMZWHD,HUNGARY,SFZULIBPL
6137,HHACJAIN,ROMANIA,EN
6138,TETXWDY,ROMANIA,UYS
6139,QKQAHEWV,HUNGARY,MGDH
6140,INDY,PORTUGAL,KRQLY
6141,"",GERMANY,PHO
6142,FXIXSQWAYNZ,ROMANIA,SBBAEXMG
6143,QUKZJ,HUNGARY,RAR
6144,H,ITALY,DYXDWRI
6145,CJR,HUNGARY,JGNHENLCN
6146,ODFHVZPJJJA,PORTUGAL,UVR
6147,SKGFKVWLKUKCZM,ROMANIA,GOTICIIQ
6148,UZQYEHMHIPJ,GERMANY,GGH
6149,PEA,PORTUGAL,OUAHQVCYWNG
6150,TSXOGRONDBJY,PORTUGAL,FDSMIAUQJW
6151,AVDKMORFORTORDA,ITALY,TALPIDEIEBESQME
6152,HL,SPAIN,V
6153,QNAQPPGD,HUNGARY,EVLXSTCUOBOU
6154,NN,ITALY,ZEKWWPVWKHYWZN
6155,CHKYIKQZP,GERMANY,SSJHCXXMTWXBRHW
6156,GJVVQND,FRANCE,""
6157,GOKFTJIL,PORTUGAL,KDYUPZXHPQ
6158,YIMRQCL,FRANCE,""
6159,EEUDGZWNCQZBB,ROMANIA,K
6160,YNCASXD,ITALY,VBUZFJWVWP
6161,VZR,PORTUGAL,SSSFNEFHGLUG
6162,DW,FRANCE,DKKAV
6163,UWQCRCGFXJQANR,HUNGARY,YYUTTFGMXDVGM
6164,TVSGEEGGRTRXK,AUSTRIA,LBMCLB
6165,"",GERMANY,YPJWN
6166,VJRHH,FRANCE,ZF
6167,UYYXYYPNBFTX,SPAIN,""
6168,RMZ,PORTUGAL,AVNARFEQHLXVS
6169,UAZHUBOE,SPAIN,SQJEDT
6170,UCRVRWLSIF,GERMANY,VDNXY
6171,PMYHTKLGKB,PORTUGAL,B
6172,KCDKAU,ROMANIA,OTRJ
6173,LZSIDLMR,GERMANY,TJFGFLNNOXOYEW
6174,RDNEFJRWONN,HUNGARY,UYHBRZ
6175,WKXADDOXX,ROMANIA,JWELERP
6176,YMJO,HUNGARY,DFONYJJOHXQSHV
6177,W,PORTUGAL,IEHR
6178,FDNRAVJZXVJTJJ,ROMANIA,JBQF
6179,PLXWSC,ROMANIA,SY
6180,"",GERMANY,DQPXETNZZDE
6181,RZ,PORTUGAL,FLZD
6182,ISIGPOHCQXP,AUSTRIA,YG
6183,NCPF,SPAIN,ASTEGUOO
6184,ZMFNXOAO,HUNGARY,VXFXMECY
6185,HYUVZVIOMYK,FRANCE,SYXLB
6186,QYCSQOA,ITALY,KEPZ
6187,IRFVAFTFSZBZ,GERMANY,VWVJTDI
6188,K,PORTUGAL,TVQTXYC
6189,MCMRSBTHN,ITALY,PTFUFPFSHZIYF
6190,LCVUOINHVJ,PORTUGAL,EVPQRHADHBXO
6191,QJSPWEMWGYFE,AUSTRIA,BYSTUO
6192,NE,HUNGARY,MZ
6193,PYQKQP,GERMANY,SOOEHJNUKOB
6194,WGGDMPN,ITALY,FDFE
6195,QWZKRTWIQ,PORTUGAL,""
6196,OYZVQFRYY,FRANCE,XRCVQJ
6197,VXFCJO,PORTUGAL,KRACFT
6198,UULXRP,PORTUGAL,ICRVLFUACKCLU
6199,DR,ITALY,PGPAJEGOH
6200,NXDQJMRWWYVV,SPAIN,""
6201,HCZFZSFMKEUT,FRANCE,DOIBG
6202,QLPKSWUYVABP,SPAIN,DDPG
6203,PBHONXIK,ITALY,ZDLBLRF
6204,UWSPY,ROMANIA,GLSMAPJZ
6205,CW,GERMANY,OLSUOTIEHMEHRH
6206,M,FRANCE,BBGGCVCOKGZ
6207,VRUAMOYOCA,ITALY,ABEAX
6208,PKVZANS,ITALY,ZBRNLJNA
6209,JUYG,GERMANY,GBLPEKWKYJTH
6210,KVRWSBOQRDXBXWS,HUNGARY,PSFNVUXZABH
6211,PK,ITALY,GIFQ
6212,FUDNRHEHIURPUP,FRANCE,JD
6213,QVSWRFRNR,ITALY,UKYAEMASYGVR
6214,W,ITALY,YNNWEMQSINRA
6215,JTN,SPAIN,UAH
6216,EHGTR,HUNGARY,GT
6217,QR,GERMANY,WW
6218,TQDUZHJWZSOR,HUNGARY,VXVBMMFZCJTN
6219,OO,PORTUGAL,OPFXOQIP
6220,AWENBOQ,GERMANY,FCLJVX
6221,QXQOQIXDDNS,AUSTRIA,""
6222,QEISL,AUSTRIA,DKQCGPMZRLJS
6223,RJYNIRHZRZEUV,PORTUGAL,IQEQ
6224,XHDJYGHSJEIWLY,SPAIN,TXSP
6225,AVUUCDVMOLGW,GERMANY,WWUAGXVVVZ
6226,LCJYVUTVOP,FRANCE,SWSLHVCVZGI
6227,GNAKENO,ROMANIA,PHYGSOZ
6228,NJ,AUSTRIA,BAMBOLUIK
6229,JAGCJTKRVE,PORTUGAL,ULSVXXMAXHQL
6230,ZBXMMOYOKZLYBFV,ITALY,HPBAANQI
6231,TWEJCDATP,AUSTRIA,VOHCIWAV
6232,MS,ITALY,SWEX
6233,USDMYXGLCDSEH,SPAIN,M
6234,HQFQDPE,ITALY,WR
6235,BCZIFKLYO,AUSTRIA,LXAOHJB
6236,S,FRANCE,""
6237,HWW,PORTUGAL,XGSTTS
6238,XRZCFYWRW,SPAIN,CMXC
6239,GWINASGDBCIMEA,GERMANY,OZMITREZIA
6240,"",FRANCE,""
6241,MDSLKH,SPAIN,BD
6242,PERUXFQDOPEG,ITALY,Z
6243,Z,ROMANIA,V
6244,JK,SPAIN,RGXTKOFSNAC
6245,QG,AUSTRIA,EVMYRPXYAQURB
6246,"",FRANCE,K
6247,T,HUNGARY,UZJC
6248,FMBWHGCTF,ITALY,NKTSMB
6249,VVOWWKFJIG,HUNGARY,IER
6250,VRWNSRNAUG,ITALY,""
6251,Z,AUSTRIA,""
6252,KYJCJ,GERMANY,EQROKMNLNV
6253,CIVVLKVGFBTROLC,HUNGARY,ODQETJLZKBSK
6254,OWJPSYAAMRUFZ,HUNGARY,OLZJQVQJPYK
6255,RXJOBNRLEOZK,ITALY,BTHOFNDNJO
6256,NIKTWTF,FRANCE,QZXHGBT
6257,WSZZILBBJ,GERMANY,WAPO
6258,OWTHYK,GERMANY,JDUKDKKEHWTQ
6259,XBBZPFMJV,SPAIN,TIGTM
6260,AAMLJZII,ROMANIA,VHUM
6261,ABHCVE,GERMANY,KUIQZQNYAZUN
6262,PZHKW,ITALY,RKDD
6263,WFA,HUNGARY,SGHLRLINQPDF
6264,GS,ITALY,OAOCDMFV
6265,UISHKQQ,GERMANY,TLBVTPAYMLKKGHM
6266,HBZUBUGAMLIRCNE,AUSTRIA,ZDNKVKQDKYBEXX
6267,JQESTLAKW,GERMANY,KBQTUVPUBKK
6268,MMNERVVBU,GERMANY,M
6269,NPMTFOTYI,ITALY,HMAJADI
6270,AWNNSKOTWQKL,HUNGARY,YWLBLGQTA
6271,PGSPHW,SPAIN,NRXZAOPRX
6272,ZWRVV,AUSTRIA,IKAWBCOIUINZPC
6273,VCXXBMTXLM,PORTUGAL,SNBMF
6274,LSVHL,PORTUGAL,L
6275,OELBUSMXLSQTP,GERMANY,TO
6276,WO,ROMANIA,""
6277,UR,AUSTRIA,UNYCQGLFMOVB
6278,UBHONCJTV,FRANCE,YJAO
6279,IEECFBIDEWQTM,HUNGARY,O
6280,P,SPAIN,XHSBWEKAIIPQSAQ
6281,JBPUFAEW,AUSTRIA,RBZUSOBRIVTA
6282,KCADOVNNU,FRANCE,R
6283,RTFQUGB,ROMANIA,LGWBWCLZ
6284,ZHUVPQZEFGDM,ITALY,HIHFBKYBCV
6285,WKZPWCQCM,PORTUGAL,TWMR
6286,HKGQZWEKRWEUQ,SPAIN,GZEPS
6287,LHMZ,SPAIN,MBWHSLK
6288,OKUTPG,FRANCE,FFSILNKTQEQK
6289,O,PORTUGAL,WLZDEYJKCDIGE
6290,YWB,FRANCE,RHIZ
6291,TBMPAWB,FRANCE,LIIMUO
6292,"",ITALY,JXZMB
6293,GZJ,GERMANY,V
6294,OSOFLLQMMCMS,AUSTRIA,NTBETLXCAB
6295,KYVLBSL,ITALY,LKAMPXVH
6296,WOU,FRANCE,JKPZEM
6297,GCHH,FRANCE,PYMKGDVE
6298,ODODN,ITALY,GYBYUZ
6299,ARMSBJKZPCFWM,ITALY,HLJPDUJYRYRDG
6300,GNMSGSPBQ,SPAIN,BI
6301,NTKUZE,HUNGARY,WBXPVYXKPTV
6302,E,AUSTRIA,ZGWIRCBLYX
6303,YZT,ROMANIA,ZFZTNDULHKLR
6304,ADIJUMXI,HUNGARY,VVTMJJPWPT
6305,TINLOKEHQXEY,PORTUGAL,YOAYRZUUGCZFP
6306,WQITGSFRSYMQ,AUSTRIA,HYSG
6307,IUYLPNW,GERMANY,LRQJ
6308,KDSDXCBZVO,ROMANIA,GAA
6309,FWRZ,ROMANIA,P
6310,KK,HUNGARY,HPIP
6311,UGAVGVVKYQHYN,HUNGARY,RHCYTBAZS
6312,XOWADYBWYX,HUNGARY,FNOBQLX
6313,DIFFZFTQ,SPAIN,""
6314,PPOH,ITALY,MQINDEEH
6315,"",GERMANY,PMYQPLIAA
6316,QZPIJ,GERMANY,NNXOJDNWMTUIFFC
6317,TKSPX,ITALY,XMNSQVXXMRX
6318,C,SPAIN,LUZCG
6319,BEYDDAQ,GERMANY,AOCEJZKVFYPHV
6320,"",ROMANIA,TXI
6321,YD,SPAIN,LU
6322,ZSGDBFG,HUNGARY,FQXWCUUX
6323,ZEUTV,ITALY,XFS
6324,I,SPAIN,MITQVKYWXXCWK
6325,AHCF,FRANCE,AZV
6326,KMLDPFKJGMM,GERMANY,""
6327,XBGGJRAGGZRPYJM,HUNGARY,XAISVHUL
6328,RGPDBBF,FRANCE,YSZMIIYLZ
6329,MQURBPSORGQIC,GERMANY,TWI
6330,IKTLWSLUUK,SPAIN,P
6331,VXAAENYLC,HUNGARY,AXNJZAGLQMLDQJ
6332,SZL,ROMANIA,STQRWXEHTCSA
6333,WJXP,AUSTRIA,TTL
6334,EKXTZCZ,PORTUGAL,DTXBNWVZFG
6335,TYRJSJ,FRANCE,RTWNPODSFXL
6336,GCNUT,HUNGARY,ZBNDMCODIA
6337,RZGL,GERMANY,TBARLRLLD
6338,FXMMKEU,GERMANY,GDKYFUVAKCQVX
6339,U,GERMANY,N
6340,NJBWFZMTVUPW,FRANCE,BOXDFFW
6341,BKLRMJAQVFWXGMA,PORTUGAL,NM
6342,PM,ITALY,QU
6343,BJNMZMZOUNKFFQY,PORTUGAL,WSVYU
6344,SFNFIVROYU,AUSTRIA,ARBRYEC
6345,SKWQIRBZYARJ,HUNGARY,UZDL
6346,NUWSHG,ROMANIA,RWDA
6347,RDFF,PORTUGAL,NPXDQOCMXLWQV
6348,DRWJWGZGHFCN,PORTUGAL,RSFZWZTC
6349,NFCUPGENLLKTFR,PORTUGAL,CNGGBBJA
6350,"",GERMANY,V
6351,YEWWPIZQDUMK,FRANCE,GCRLQQENVFVKQ
6352,HDSGBWJHMH,GERMANY,MFLO
6353,MAWF,ROMANIA,BRCFL
6354,TW,FRANCE,S
6355,"",HUNGARY,XYT
6356,Q,AUSTRIA,ZRXLYS
6357,FKY,SPAIN,DQJRICWGYV
6358,LURQP,ITALY,NVDZ
6359,EVCVMR,PORTUGAL,B
6360,W,AUSTRIA,AVN
6361,IZ,AUSTRIA,AV
6362,NXNMOYTZGINUSX,FRANCE,WGCXJJNL
6363,XCMAVVAPG,FRANCE,PC
6364,VDJUVBNXKHYD,ITALY,TDFGPM
6365,UJA,ITALY,MLQLEECC
6366,VP,GERMANY,EEHLNRDYOGBV
6367,GB,ROMANIA,U
6368,"",AUSTRIA,N
6369,TXWXEUGXJHHM,HUNGARY,R
6370,BOQNNST,ROMANIA,J
6371,EUVK,AUSTRIA,KWT
6372,WYTJXGOH,SPAIN,TDF
6373,PLAKABQ,PORTUGAL,CADAAN
6374,IHICQCQNP,ITALY,YRY
6375,SYW,FRANCE,BEQFIBQQRFAD
6376,NTCAVLARW,FRANCE,RFGOH
6377,BX,AUSTRIA,MRQBXAILFBUPET
6378,BVNMTW,HUNGARY,MKTRREIVULGCE
6379,AU,GERMANY,SXUMHVMUCK
6380,FKTZOD,FRANCE,EERYRPNJVAU
6381,DEM,FRANCE,PRXSPNBZO
6382,GX,FRANCE,EK
6383,GGIDKOOGQDZGM,PORTUGAL,YWSUSCOVNS
6384,AQUGAD,HUNGARY,TDNPVVI
6385,TOPWU,FRANCE,ZIOXES
6386,KQXGPBWPKNZ,SPAIN,ELREXJNUIVO
6387,SUMDPNFBCJAGX,GERMANY,CHGSEYI
6388,"",ROMANIA,HBRXV
6389,OFXTYKJ,ITALY,""
6390,ADLXMVCSBLZ,HUNGARY,WSOGNMDFLXVO
6391,BGBZCVCEZNJPB,GERMANY,MPCMZZVNTVSX
6392,Q,ROMANIA,ASYLLLKJQNXEXJ
6393,QTFAOIVS,PORTUGAL,BYKJQHXS
6394,PNDLSYH,ITALY,OTTMYDXFGESNAV
6395,KC,HUNGARY,UGKRDPIARQF
6396,IGQHLLV,GERMANY,PFFNLETLEX
6397,IE,GERMANY,""
6398,ZXECKDFMXEV,GERMANY,C
6399,L,PORTUGAL,JTLNCWT
6400,XRRFYAAQNL,GERMANY,DZF
6401,CYPJCFMXLVH,AUSTRIA,U
6402,OZJWGUREGDYXE,PORTUGAL,MKXDOGZKFZ
6403,FLFPIGNKLDEHH,ITALY,QJAOJUFCDMFKO
6404,RWC,AUSTRIA,ZHUW
6405,D,ITALY,XAIQ
6406,HCMOYYYTJB,SPAIN,NWMORI
6407,SUZ,HUNGARY,TCTB
6408,JUEBEDG,FRANCE,LWIVYXNW
6409,UVRODA,GERMANY,SQT
6410,UFDOLJQZ,ROMANIA,GAVND
6411,FVOMQRTXY,HUNGARY,KHQO
6412,KXV,GERMANY,TJGYWYTFOPUKE
6413,FWYINTJ,FRANCE,NDYQ
6414,YEJOSV,ROMANIA,OYLAJGSIK
6415,VBYXUAAV,GERMANY,WHLRDVSRIKKZS
6416,CYGJQFITK,PORTUGAL,CVAYO
6417,ZWB,AUSTRIA,ITKLWVT
6418,CBBOPAOMASR,SPAIN,BJX
6419,"",PORTUGAL,KJZ
6420,IEPA,FRANCE,CNBVYPBTJMQS
6421,UHXQJTXRX,ROMANIA,UCGHPIPFFPJNJT
6422,VQKFFVPEEIIJ,PORTUGAL,JONIOOKD
6423,KREORL,PORTUGAL,KMFZXZ
6424,ECEXXVN,AUSTRIA,SOQWQFPLDTNNXZ
6425,E,SPAIN,GS
6426,EUDLVQELU,FRANCE,DMPCDYI
6427,MFODEF,SPAIN,HIVS
6428,KCFO,AUSTRIA,ZAJRTZDCE
6429,FFHNMQSQQG,AUSTRIA,VXNOPU
6430,JPNDATGSTKVUWBX,FRANCE,ZTMWDE
6431,YDZW,PORTUGAL,LUYRCEOQHC
6432,XTBIDZDVNTX,PORTUGAL,SUZRSA
6433,S,ITALY,UOJZMXEZM
6434,YLNPSDKNFZBLTJ,ROMANIA,JCHTJQJWAZ
6435,VBVTEYODLNZIS,SPAIN,QZ
6436,RURHO,ITALY,HUGPCBEKZSL
6437,NUDKYNNDDBOW,SPAIN,YA
6438,OCDJALYWSPWYHAP,PORTUGAL,YNATWDIACWL
6439,BPDTYE,AUSTRIA,GYRZXQULFEKAD
6440,JDM,HUNGARY,ZGA
6441,IEHEMLSENTVQ,AUSTRIA,RHBHTE
6442,Q,SPAIN,YRCE
6443,"",AUSTRIA,A
6444,LMVTRFEVG,SPAIN,EZOA
6445,XRAP,PORTUGAL,""
6446,IEB,PORTUGAL,HOUYZDMLWB
6447,DWK,SPAIN,CGRTKRW
6448,ZO,SPAIN,ZNNFGJYBPJRL
6449,KYOODZRLSIP,HUNGARY,ZD
6450,EY,PORTUGAL,EMST
6451,UBSHFKKNDWO,FRANCE,PUNKF
6452,ZGNRA,FRANCE,ZQAHWMX
6453,LFJDFODP,SPAIN,AX
6454,MWZX,GERMANY,DKKHDVJRUKEEJT
6455,GTJXMKJOIDBLP,PORTUGAL,R
6456,XB,PORTUGAL,CDGGOIJWFQMHXL
6457,PJAKDGYIMTTU,HUNGARY,""
6458,YDKLFAHNBYGU,HUNGARY,ZROPTFCN
6459,YWHNGTTTYMCUGGG,HUNGARY,BMQQTJSLXXCGEFS
6460,"",FRANCE,VDTZGRHJFEZG
6461,EPBXAP,HUNGARY,UZMKVJFCMUKRPZ
6462,IIYEWJLB,AUSTRIA,DFRVV
6463,NYBXFN,HUNGARY,DKBWWOIVDH
6464,"",FRANCE,LYFE
6465,BJST,SPAIN,""
6466,SYOEBEYIDAIEJ,AUSTRIA,BLYOFEBPKDF
6467,Q,PORTUGAL,DQSRKYOIWV
6468,PBWKH,SPAIN,FOAPEKXADPKE
6469,SFJSVMKCMZ,FRANCE,""
6470,YEM,HUNGARY,ICETCBC
6471,PCWOUXQTONK,ROMANIA,NFVY
6472,KTJLKY,FRANCE,EPWZ
6473,AWA,ITALY,HNQSZSEIGOANEW
6474,"",ITALY,KOGTVSIYPRPMJL
6475,"",ITALY,GXQBBNDUKU
6476,FUZDZAAPXQI,PORTUGAL,KACEOXDOPPYPOU
6477,MMUWDVG,PORTUGAL,NS
6478,YGCES,ITALY,KQUDA
6479,HAPW,PORTUGAL,LGEPETTOH
6480,"",GERMANY,VYMPIDIGBJJSIGG
6481,BGPXVMBJ,ROMANIA,MQN
6482,JDZZMTHXW,GERMANY,VSTQXJSLM
6483,YUSD,ITALY,""
6484,QNN,HUNGARY,GVMDAADAZDGOTKJ
6485,"",GERMANY,RQW
6486,WVCCL,FRANCE,HJERHSYWEOQD
6487,SEBUEVG,AUSTRIA,OFTNP
6488,CZZEEARZX,HUNGARY,CW
6489,PVDFFQELHOZUZF,FRANCE,EHMK
6490,CEAF,SPAIN,DA
6491,WPXXTGW,AUSTRIA,CSPCQHNKAFD
6492,GKKIAXQQIZS,HUNGARY,RJZENXJAEHR
6493,VLRTKNIN,FRANCE,KVAVZYR
6494,FPLPPYQSYE,GERMANY,R
6495,WWPWR,FRANCE,OPYH
6496,WSVHPZMVA,HUNGARY,BCASQXKEUOE
6497,SKJSMXUTMBGC,HUNGARY,FDRIBYK
6498,GCOQMSKJT,SPAIN,CLXAWKNYB
6499,UPMFOGSEUAGFP,ITALY,NDE
6500,CK,GERMANY,XELLBZDEGKEZC
6501,OVVTY,FRANCE,HDMSEYSSZ
6502,BARQKDQHVP,SPAIN,AIWIUKGUDNUJDGX
6503,NAZY,ROMANIA,HHDPSLEEDISP
6504,SA,AUSTRIA,IERVFJQ
6505,CRVMMUFXGHW,ITALY,GQRUTVPQLDB
6506,"",AUSTRIA,BBXPRMSOWJY
6507,XTA,ITALY,AOM
6508,S,GERMANY,FMROUD
6509,QLEHXYGCKKMKJ,ITALY,QUBDJ
6510,KCJDVSND,GERMANY,BSKAUMDXGACTG
6511,QHAFCSWWLCUYDLB,HUNGARY,CXNIDOBFNPULZU
6512,AUGPXLQGR,SPAIN,EYHDLLBCOBOBAX
6513,FQPP,PORTUGAL,NYRLRTABGXUFN
6514,FXJJPFPWKG,FRANCE,OHNJQDLTHEJ
6515,AQWMUCV,SPAIN,DEIFNCBYTIJORUY
6516,MQQN,HUNGARY,EEKRJYE
6517,XJHHGDZAYE,PORTUGAL,BYGUCGKDMYHVJ
6518,DRCZW,FRANCE,I
6519,JX,HUNGARY,OGGQMZ
6520,"",GERMANY,I
6521,ZSX,PORTUGAL,BEFNJBZJT
6522,VEFCICS,GERMANY,RTPMMKZQJAOCZWT
6523,MPCNM,AUSTRIA,H
6524,JCH,ROMANIA,""
6525,FRIEEMZ,PORTUGAL,DPJFFSM
6526,SSXQUKMI,ROMANIA,K
6527,M,SPAIN,DEY
6528,TNPCDBHXD,HUNGARY,CIBR
6529,QNYVRGHYKM,ROMANIA,DEMDEOXCLBR
6530,CRSJRYW,PORTUGAL,K
6531,HSZLMB,HUNGARY,YIJOAPJG
6532,"",PORTUGAL,MUEZPW
6533,XZTODCCEXRD,GERMANY,EFWQLPLEIDBWP
6534,WHVNGX,ROMANIA,TWHPTHA
6535,DG,AUSTRIA,AJUU
6536,IRSXPVPNFV,PORTUGAL,DEBNRFCRPGQAN
6537,JZGTQXR,GERMANY,T
6538,V,PORTUGAL,KMCZNPUWHHHVMQ
6539,QZ,PORTUGAL,MOQOMUAPLSFJWS
6540,EARKWJYZS,AUSTRIA,AEJIHMJBDPTI
6541,QJUJDCYC,SPAIN,ZICFWPFAEYRJM
6542,CQXFBUMMTZ,AUSTRIA,DEZJABL
6543,RGAL,SPAIN,ZVUFWEFPJWGK
6544,TJIBGSIADLOV,ITALY,""
6545,OG,AUSTRIA,LYQTQOCCIBE
6546,XXCJLCGWUGPFOY,FRANCE,KSY
6547,VWPUSNG,AUSTRIA,KZRHGBNTIFGK
6548,AFOO,ITALY,LYIRRATSDN
6549,EGZUQNFBGWGXG,AUSTRIA,DFXXFSKVCHQZM
6550,LGGCWA,SPAIN,KAETBAVYURZM
6551,E,ITALY,NFHVVUBQVHSKMC
6552,OBDJHOTRVIS,FRANCE,YSPIN
6553,SAP,GERMANY,GFSEKLN
6554,YCASCYBRY,ITALY,VCXT
6555,BZU,AUSTRIA,QWCVGJWR
6556,TATKROZ,FRANCE,E
6557,MJ,SPAIN,ORWNOL
6558,WNPKRH,HUNGARY,BG
6559,TQX,PORTUGAL,CXM
6560,FSTH,ITALY,FVUIKNP
6561,TUOUHOBY,FRANCE,NJFEWGVZVYX
6562,GLLSBTSTJPKG,HUNGARY,FUNKMPVYNWHWV
6563,"",GERMANY,NDOKQGNC
6564,VPLNGDZAJ,AUSTRIA,CH
6565,H,PORTUGAL,BPNJLXZJSTRWK
6566,QMYDSHUOIJ,SPAIN,HLGU
6567,UAQQN,ROMANIA,EERYBZKNRRGDQ
6568,BYDSBOEO,AUSTRIA,USOUTONUT
6569,JBILWZHIDVO,ROMANIA,IIWIOMNL
6570,UHKVUSP,AUSTRIA,QTXDC
6571,GZVXI,AUSTRIA,JXIDVWASAUXMC
6572,ISQCFGEFBPHL,HUNGARY,I
6573,MVSZNJBNYBSA,AUSTRIA,""
6574,QP,ROMANIA,EZNNWKEAGCQJB
6575,WP,ROMANIA,WJLTGIXKQBDTT
6576,UDGTRYERFCEJ,SPAIN,VBZ
6577,BA,SPAIN,CEXVXLNYFZ
6578,HKOLNSCHI,GERMANY,L
6579,CKFAHZ,HUNGARY,PGAHX
6580,"",HUNGARY,NQYHZDDQTWFCN
6581,PJRPNCQPHANSA,ITALY,LHAVVSEH
6582,TRGBBMM,ITALY,PA
6583,AMNKYHTWJSTDPL,PORTUGAL,QLKFS
6584,NFLOTOBZNCWSCE,AUSTRIA,LXHBXXVGBEAVS
6585,NVUHLSP,GERMANY,NMLWWYPLZ
6586,PFS,ROMANIA,YIDZQVDQGS
6587,NXUPOVY,AUSTRIA,UTMWXVCOJ
6588,ZQNTX,SPAIN,OJMTFWMTWZ
6589,THQJXFUUU,HUNGARY,TVGURAGP
6590,JRAJOJ,ROMANIA,FNVTGBMERT
6591,DTXAFKQ,GERMANY,PJGSLTNB
6592,UIZGOFIE,ITALY,NZJUBLEFILQT
6593,"",HUNGARY,OWWFXMJ
6594,OYZXNUQHHJMX,HUNGARY,OXRYSP
6595,HIRQCTEINAMMC,ROMANIA,UW
6596,IMFXJFQYLTPVGZ,ROMANIA,""
6597,B,GERMANY,R
6598,KXMCEZ,ITALY,QGZX
6599,TTPFLD,ITALY,QDC
6600,CINLQYGJ,AUSTRIA,TGLWS
6601,LXTEYTSDD,HUNGARY,VT
6602,KD,HUNGARY,LUV
6603,TZCVNV,PORTUGAL,AMTGAUMVBUED
6604,GXHB,FRANCE,IHSEFHSU
6605,E,ROMANIA,OKYRHDABYVSG
6606,QTBHNZAJGSENB,PORTUGAL,SJBCXYGPCYKAJP
6607,R,PORTUGAL,UTKEQF
6608,QOXYWMPHIUZXN,ROMANIA,FUCWOXKFQHQRMT
